Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionsImpl,evaluateExpression,7,1,3,82,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,setUp,10,1,0,47,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_CstorRenditionName,7,1,0,62,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_CstorRenditionNameAndDownload,8,1,0,72,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_CstorRenditionNameAndDownloadAndOtherParameters,10,1,0,83,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_FromRequest,12,1,0,96,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_FromRequestWithInvalidSuffixSegments,5,1,0,112,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_FromRequestWithInvalidLastSuffix,5,1,0,120,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,16,1,0,9,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getSize,4,1,0,34,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getMimeType,4,1,0,40,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTracker,track,0,1,4,20,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTracker,track,0,1,4,32,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatcher,getLabel,0,1,0,45,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatcher,getName,0,1,0,50,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatcher,getOptions,0,1,0,57,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatcher,getRenditionNames,0,1,0,68,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatcher,isHidden,3,1,0,73,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatcher,dispatch,0,1,2,80,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatcher,getTypes,3,1,0,91,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatcher,getRendition,3,1,2,98,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatcher,accepts,3,1,2,109,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,AssetRenditionParameters,22,6,1,57,0,com.adobe.aem.commons.assetshare.content.renditions.AssetRenditionParameters,com.adobe.aem.commons.assetshare.content.renditions.AssetRenditionParameters
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,AssetRenditionParameters,3,1,2,87,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,AssetRenditionParameters,3,1,3,91,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,AssetRenditionParameters,3,1,4,95,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,AssetRenditionParameters,15,4,4,99,0,com.adobe.aem.commons.assetshare.content.renditions.AssetRenditionParameters,com.adobe.aem.commons.assetshare.content.renditions.AssetRenditionParameters
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,getRenditionName,3,1,0,115,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,isDownload,3,1,0,119,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,getFileName,6,2,0,123,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,getAsset,3,1,0,130,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,getParameters,3,1,0,134,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,getOtherProperties,3,1,0,139,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,setOtherProperty,3,1,2,148,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,buildFileName,11,2,2,158,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditions,getUrl,0,1,3,51,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditions,getOptions,0,1,1,62,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditions,evaluateExpression,0,1,2,73,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditions,evaluateExpression,0,1,3,82,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatchers,getAssetRenditionDispatchers,0,1,0,31,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionDispatchers,isValidAssetRenditionName,3,1,1,36,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRendition,AssetRendition,3,1,3,41,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRendition,AssetRendition,13,1,3,45,0,com.adobe.aem.commons.assetshare.content.renditions.AssetRendition,com.adobe.aem.commons.assetshare.content.renditions.AssetRendition
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRendition,getBinaryUri,3,1,0,60,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRendition,setBinaryUri,3,1,1,64,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRendition,getSize,8,2,0,68,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRendition,setSize,5,2,1,76,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRendition,getMimeType,3,1,0,82,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRendition,setMimeType,3,1,1,86,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRendition,cleanURI,5,1,1,90,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,setUp,4,1,0,43,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,isAndGetRedirect_WithSendRedirect,6,1,0,49,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,isAndGetRedirect_WithSetStatus301,7,1,0,58,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,isAndGetRedirect_WithSetStatus302,7,1,0,68,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getByteArrayOutputStream,5,1,0,78,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getStatusCode_WithSetStatus,5,1,0,87,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getStatusCode_WithSendError,5,1,0,95,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getStatusCode_WithSendErrorWithMessage,5,1,0,103,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getContentType,5,1,0,111,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,setUp,26,1,0,79,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,getRequestDispatcher,3,1,2,121,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,getRequestDispatcher,3,1,2,126,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost,19,1,0,133,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost_EmptyRenditionName,12,1,0,158,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost_InvalidAssetPath,12,1,0,175,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsExceptionTest,getMessage,4,1,0,9,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,setUp,20,1,0,59,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getRequestDispatcher,3,1,2,91,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getRequestDispatcher,3,1,2,96,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,accepts,6,1,0,103,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getFileName_FromResource,6,1,0,114,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getFileName_FromOSGiConfig,6,1,0,126,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getFileName_Default,6,1,0,138,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,checkForMaxSize_Under,7,1,0,149,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,checkForMaxSize_Over,7,1,0,162,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getZipEntryName,8,1,0,175,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getZipEntryName_GenerateUniqueZipFileNameEntry,10,1,0,192,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,pack,16,1,0,212,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,setUp,3,1,0,41,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getAttribute,7,1,0,46,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getResource,6,1,0,64,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getMethod,6,1,0,81,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getRequestPathInfo,16,1,0,98,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,execute,51,8,4,85,0,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImpl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImpl
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,accepts,3,1,3,154,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,checkForMaxSize,5,2,1,159,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,getFileName,7,2,1,165,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,getZipEntryName,19,2,5,174,0,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImpl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImpl
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,generateUniqueZipEntry,8,2,2,201,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,addFolderAsZipEntry,4,1,2,212,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,addAssetRenditionAsZipEntry,10,2,4,219,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,addNoContentFile,8,1,3,234,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,activate,3,1,1,244,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,doPost,18,2,2,93,0,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsDownloadServlet,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsDownloadServlet
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,getAssetRenditionsDownloadOrchestratorId,3,1,1,118,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,getAssetRenditionsDownloadOrchestrator,3,1,1,122,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,bindAssetRenditionsDownloadOrchestrator,6,2,2,126,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,unbindAssetRenditionsDownloadOrchestrator,6,2,2,133,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,AssetRenditionDownloadResponse,4,1,3,38,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,isRedirect,3,1,0,43,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,getRedirect,3,1,0,47,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,sendRedirect,4,1,1,51,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,setStatus,6,2,1,57,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,setHeader,11,4,2,66,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,sendError,3,1,1,78,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,sendError,3,1,2,83,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,getByteArrayOutputStream,3,1,0,88,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,getStatusCode,3,1,0,92,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,getContentType,3,1,0,96,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponse,setContentLength,3,1,1,101,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequest,AssetRenditionDownloadRequest,30,3,6,48,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequest,getAttribute,8,2,1,92,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequest,getResource,3,1,0,101,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequest,getMethod,3,1,0,106,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequest,getRequestPathInfo,7,1,0,111,0,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionDownloadRequest,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionDownloadRequest
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequest,getWrappedRequestPathInfo,5,1,3,121,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,getAssetRendition,21,3,4,67,0,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionStreamerImpl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionStreamerImpl
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,sendDispatchForAssetRendition,11,3,4,93,0,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionStreamerImpl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionStreamerImpl
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,acceptedByAssetRenditionDispatcher,8,2,2,121,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,fetchExternalRendition,11,1,1,131,0,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionStreamerImpl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionStreamerImpl
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,getHttpClient,4,1,1,146,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,activate,3,1,1,175,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ComputedPropertiesImplTest,getComputedProperties,16,1,0,37,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ComputedPropertiesImplTest,getComputedProperties_Bind,21,1,0,59,1,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,SmartTagTitlesImpl,getName,3,1,0,63,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,SmartTagTitlesImpl,getLabel,3,1,0,68,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,SmartTagTitlesImpl,getTypes,3,1,0,73,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,SmartTagTitlesImpl,get,8,2,2,78,0,com.adobe.aem.commons.assetshare.content.properties.impl.SmartTagTitlesImpl,com.adobe.aem.commons.assetshare.content.properties.impl.SmartTagTitlesImpl
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,SmartTagTitlesImpl,getSmartTagsResource,10,3,1,94,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,SmartTagTitlesImpl,getSmartTagsByConfidence,9,1,1,108,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,SmartTagTitlesImpl,activate,3,1,1,119,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileSizeImpl,getName,3,1,0,50,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileSizeImpl,getLabel,3,1,0,55,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileSizeImpl,getTypes,3,1,0,60,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileSizeImpl,get,18,4,2,65,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileSizeImpl,activate,3,1,1,86,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,HeightImpl,getName,3,1,0,48,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,HeightImpl,getLabel,3,1,0,53,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,HeightImpl,getTypes,3,1,0,58,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,HeightImpl,get,8,2,1,63,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,HeightImpl,activate,3,1,1,76,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileExtensionImpl,getName,3,1,0,48,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileExtensionImpl,getLabel,3,1,0,53,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileExtensionImpl,getTypes,3,1,0,58,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileExtensionImpl,get,3,1,2,63,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileExtensionImpl,activate,3,1,1,68,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,LicenseImpl,getName,3,1,0,48,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,LicenseImpl,getLabel,3,1,0,53,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,LicenseImpl,getTypes,3,1,0,58,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,LicenseImpl,get,15,4,1,63,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,LicenseImpl,activate,3,1,1,83,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileNameImpl,getName,3,1,0,47,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileNameImpl,getLabel,3,1,0,52,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileNameImpl,getTypes,3,1,0,57,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileNameImpl,get,3,1,2,62,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,FileNameImpl,activate,3,1,1,67,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WebRenditionImpl,getName,3,1,0,57,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WebRenditionImpl,getLabel,3,1,0,62,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WebRenditionImpl,getTypes,3,1,0,67,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WebRenditionImpl,get,11,3,2,72,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WebRenditionImpl,activate,3,1,1,88,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WidthImpl,getName,3,1,0,48,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WidthImpl,getLabel,3,1,0,53,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WidthImpl,getTypes,3,1,0,58,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WidthImpl,get,8,2,1,63,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,WidthImpl,activate,3,1,1,76,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ExpiredImpl,getName,3,1,0,49,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ExpiredImpl,getLabel,3,1,0,54,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ExpiredImpl,getTypes,3,1,0,59,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ExpiredImpl,get,6,2,2,64,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ExpiredImpl,activate,3,1,1,73,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,UrlImpl,getName,3,1,0,57,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,UrlImpl,getLabel,3,1,0,62,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,UrlImpl,getTypes,3,1,0,67,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,UrlImpl,get,4,1,2,72,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,UrlImpl,activate,3,1,1,79,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,AssetRenditionImpl,getName,3,1,0,52,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,AssetRenditionImpl,getLabel,3,1,0,57,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,AssetRenditionImpl,getTypes,3,1,0,62,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,AssetRenditionImpl,get,8,2,3,67,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,AssetRenditionImpl,activate,3,1,1,81,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,PathImpl,getName,3,1,0,44,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,PathImpl,getLabel,3,1,0,49,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,PathImpl,getTypes,3,1,0,54,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,PathImpl,get,3,1,2,59,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,PathImpl,activate,3,1,1,64,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ComputedPropertiesImpl,getComputedProperties,10,2,0,64,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ComputedPropertiesImpl,bindComputedProperty,8,1,2,75,0,com.adobe.aem.commons.assetshare.content.properties.impl.ComputedPropertiesImpl,com.adobe.aem.commons.assetshare.content.properties.impl.ComputedPropertiesImpl
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ComputedPropertiesImpl,unbindComputedProperty,8,1,2,89,0,com.adobe.aem.commons.assetshare.content.properties.impl.ComputedPropertiesImpl,com.adobe.aem.commons.assetshare.content.properties.impl.ComputedPropertiesImpl
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ComputedPropertiesImpl,getHighestRankingByLabel,3,1,0,103,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ComputedPropertiesImpl,distinctByKey,4,1,1,140,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,TagTitlesImpl,getName,3,1,0,57,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,TagTitlesImpl,getLabel,3,1,0,62,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,TagTitlesImpl,getTypes,3,1,0,67,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,TagTitlesImpl,get,19,4,2,72,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,TagTitlesImpl,activate,3,1,1,99,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,PathEncodedImpl,getName,3,1,0,43,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,PathEncodedImpl,getLabel,3,1,0,48,0,,
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,PathEncodedImpl,getTypes,3,1,0,53,0,,
